tax	numbers	balanced accuracy	AUC	AP	round
Firmicutes	1856	0.9026840251994155	0.9707452032481376	0.9726107549004457	49
Bacteroidetes	884	0.9640792423685729	0.9895135832277319	0.994097663645219	49
Proteobacteria	3199	0.8174795468478775	0.9049630163789641	0.9829752326770691	49
Alphaproteobacteria	996	0.593723849372385	0.7811846234309623	0.9817066322377634	49
Betaproteobacteria	509	0.6799984631934839	0.7386276317811588	0.9709603169366848	49
Gammaproteobacteria	1402	0.6400838620554761	0.8537487316780968	0.9913967776616779	49
Actinobacteria	1535	0.8944591904445919	0.9762353461623534	0.9959539088296868	50
Firmicutes	1874	0.9248571559011206	0.9664952888664131	0.9680560347855992	50
Bacteroidetes	861	0.9645655012331351	0.9900664119799475	0.9955546788634474	50
Proteobacteria	3204	0.8339343470017473	0.903841685564519	0.9838394304855689	50
Alphaproteobacteria	978	0.6089948390267879	0.7781873788263562	0.9846648423954316	50
Betaproteobacteria	515	0.6466886896334749	0.8247207802422527	0.9837277579492795	50
Gammaproteobacteria	1409	0.7194403261675315	0.8120830244625649	0.9853258558200104	50
Actinobacteria	1547	0.888083152042543	0.9690035912842294	0.9947518190281975	51
Firmicutes	1849	0.8978974308471286	0.9686055812300036	0.9702218374630701	51
Bacteroidetes	874	0.9746754010904954	0.9936649276271917	0.9969846110583335	51
Proteobacteria	3191	0.8295628521515439	0.9142322016490531	0.9853089568310907	51
Alphaproteobacteria	965	0.5984098322460392	0.8040249301025164	0.9864834386123056	51
Betaproteobacteria	527	0.5895925925925926	0.7791851851851852	0.9772989704155588	51
Gammaproteobacteria	1409	0.7190859561220022	0.8627049180327868	0.989903392255408	51
Actinobacteria	1500	0.903125	0.9682672574626866	0.994864371281548	52
Firmicutes	1898	0.863338592399506	0.9560765079800614	0.9589995237250816	52
Bacteroidetes	863	0.9712469106274416	0.9916287969385315	0.9962944130725679	52
Proteobacteria	3211	0.859083139083139	0.9161634092403323	0.9865353254920062	52
Alphaproteobacteria	988	0.682889822595705	0.8179563492063492	0.9887008688091531	52
Betaproteobacteria	514	0.6948875255623722	0.7918200408997955	0.9801480374072606	52
Gammaproteobacteria	1407	0.7776218323586745	0.8385575048732943	0.9889943457612582	52
Actinobacteria	1527	0.9152045344738113	0.9825327022529213	0.9976138669948833	53
Firmicutes	1891	0.9172342618884353	0.9669561785807972	0.9689444868041119	53
Bacteroidetes	865	0.9800452110115361	0.9966614644506298	0.9988822506037436	53
Proteobacteria	3190	0.8272013349411789	0.9091203486686967	0.9841740040112295	53
Alphaproteobacteria	965	0.5881290773532153	0.7935548695246972	0.9859986382850322	53
Betaproteobacteria	518	0.6318864097363084	0.7530628803245436	0.9772397095538283	53
Gammaproteobacteria	1411	0.7245949319391456	0.8486705760444633	0.9879953151951594	53
Actinobacteria	1527	0.8689919116726017	0.9740216165918079	0.9959059613129022	54
Firmicutes	1883	0.9068794474190482	0.9661996152330621	0.9667684116282376	54
Bacteroidetes	861	0.9658043413618793	0.9862721776191892	0.9939002674598263	54
Proteobacteria	3202	0.8305787499545367	0.9112493063189794	0.9850810189745368	54
Alphaproteobacteria	975	0.5946524064171123	0.8141844919786095	0.9872755914390307	54
Betaproteobacteria	518	0.6187018255578094	0.7886409736308316	0.9798014859502744	54
Gammaproteobacteria	1410	0.7279629629629629	0.8274629629629631	0.9868070834550664	54
Actinobacteria	1512	0.8789701019099683	0.9738138624552878	0.9963691202699848	55
Firmicutes	1875	0.9231432061268757	0.9717973947206473	0.9734547678538251	55
Bacteroidetes	856	0.9672618322656079	0.9888193311085669	0.9940235091789964	55
Proteobacteria	3220	0.8421731259510594	0.9154866784225526	0.9858409681948896	55
Alphaproteobacteria	977	0.6405567363325069	0.8039467469594993	0.9888307297403435	55
Betaproteobacteria	522	0.6315911910669975	0.8026132133995038	0.9817247235502271	55
Gammaproteobacteria	1419	0.7347594099326396	0.855676138970038	0.9881448206900614	55
Actinobacteria	1546	0.8542444191029097	0.9731559713871035	0.9961721853550911	56
Firmicutes	1875	0.9250585480093677	0.9677857013922587	0.9710139425026885	56
Bacteroidetes	876	0.9619187693549514	0.9929293791668931	0.9967316118773356	56
Proteobacteria	3187	0.8461623151934571	0.9142992788321507	0.9848159761327766	56
Alphaproteobacteria	977	0.6534807465949218	0.8046774283952692	0.9847557630767894	56
Betaproteobacteria	512	0.6517864476386037	0.7876386036960985	0.9788405380631093	56
Gammaproteobacteria	1397	0.7080653203689853	0.8265145848915483	0.9882021126836273	56
Actinobacteria	1529	0.9217008797653958	0.972456233893184	0.9955006232041526	57
Firmicutes	1876	0.9039831302717901	0.9613343486410497	0.9659507639944516	57
Bacteroidetes	875	0.9594121135508842	0.9901446696942741	0.9956425152523264	57
Proteobacteria	3197	0.8113553113553114	0.9040117622348247	0.9833784399351037	57
Alphaproteobacteria	974	0.6276566570684218	0.8166323872206225	0.9869306460636396	57
Betaproteobacteria	514	0.6471214541029736	0.7954217050726291	0.9787209207934331	57
Gammaproteobacteria	1406	0.6092496070158021	0.8047016274864376	0.9850235124881068	57
Actinobacteria	1531	0.8722737102255174	0.9691822233990909	0.9954733599963268	58
Firmicutes	1867	0.8994763439717568	0.9719705288512628	0.9725451355433103	58
Bacteroidetes	870	0.9714009287925697	0.9918498452012384	0.9959345647540911	58
Proteobacteria	3211	0.8369431180751936	0.9124548004264985	0.9837542309032016	58
Alphaproteobacteria	974	0.621788015905663	0.8249554367201426	0.9863783278270194	58
Betaproteobacteria	513	0.6021216768916156	0.7616734832992501	0.9764366015207747	58
Gammaproteobacteria	1412	0.7137631902634816	0.8092315659998705	0.984739744417833	58
Actinobacteria	1537	0.8875082159415913	0.9772507238910699	0.9970306827110933	59
Firmicutes	1888	0.9213065661047027	0.9620489500147886	0.9656471401508925	59
Bacteroidetes	857	0.9682094206466436	0.9884293451501723	0.9946236635766691	59
Proteobacteria	3187	0.8105678496770294	0.909094436253589	0.9839942139711273	59
Alphaproteobacteria	990	0.5954534940502197	0.7573183582204631	0.9832889963799455	59
Betaproteobacteria	517	0.6108536585365854	0.8378861788617886	0.9891524070223149	59
Gammaproteobacteria	1378	0.6727238239757207	0.8448406676783005	0.9848501967167649	59
Actinobacteria	1534	0.903578472809242	0.9678826104861608	0.9945379350973351	60
Firmicutes	1872	0.8984921739784785	0.9678346517796675	0.9705677565307448	60
Bacteroidetes	861	0.9594709414297042	0.9904028225088608	0.9953889618737826	60
Proteobacteria	3193	0.8495476946247629	0.9113703089402996	0.9832469952933799	60
Alphaproteobacteria	988	0.6236842105263157	0.7832271468144044	0.9845042736935998	60
Betaproteobacteria	516	0.6753048780487805	0.7708756775067751	0.9748020916289474	60
Gammaproteobacteria	1382	0.7640057906401732	0.8416733925208503	0.988444624844866	60
Actinobacteria	1510	0.9334225900681596	0.9765045689461462	0.9962915082477534	61
Firmicutes	1884	0.8785395763656634	0.967220596432553	0.9720117127108849	61
Bacteroidetes	873	0.9786314248285428	0.9947252831933421	0.9976424066230934	61
Proteobacteria	3212	0.8667625959292626	0.9158892688985281	0.9845526531556184	61
Alphaproteobacteria	982	0.735063635063635	0.7861861861861862	0.9838514491055945	61
Betaproteobacteria	506	0.6885654885654886	0.7846985446985446	0.9756720262593586	61
Gammaproteobacteria	1419	0.7554436969596121	0.8565383792521454	0.9896940807718588	61
Actinobacteria	1521	0.91813488871011	0.9795119334942344	0.9970785279577262	62
Firmicutes	1880	0.9033366382428911	0.9671276064027476	0.9672433922986633	62
Bacteroidetes	863	0.956377209317521	0.9892229409650756	0.995605482495731	62
Proteobacteria	3213	0.7791059400161218	0.8929776751382854	0.9829382714207491	62
Alphaproteobacteria	991	0.5235401853048912	0.6670706744236157	0.9776483264450625	62
Betaproteobacteria	511	0.7178730321697467	0.8191307323750856	0.985199699634221	62
Gammaproteobacteria	1410	0.5332000631919211	0.78638700190791	0.9846214014898494	62
Actinobacteria	1530	0.9148172748529089	0.974845279394671	0.9960429984733404	63
Firmicutes	1869	0.919536604654666	0.9635459817729907	0.9664234789189295	63
Bacteroidetes	869	0.9573529650888633	0.9891095790175449	0.9962368401291617	63
Proteobacteria	3197	0.7923812841054221	0.8880001161035644	0.9801271554885089	63
Alphaproteobacteria	976	0.5217948717948718	0.721247329059829	0.9760680316949796	63
Betaproteobacteria	513	0.6779508196721311	0.834139344262295	0.9856147530188278	63
Gammaproteobacteria	1405	0.5987036642774347	0.7977195846048305	0.9847155216824474	63
Actinobacteria	1520	0.9331143672210895	0.9649104167891098	0.9926437812761093	64
Firmicutes	1880	0.9080855601774722	0.968543607260484	0.9672988513807644	64
Bacteroidetes	871	0.9770700886900557	0.990832744682521	0.9949229648277428	64
Proteobacteria	3199	0.8312558790302378	0.9038958767613456	0.9835136635599314	64
Alphaproteobacteria	965	0.6403988757325678	0.8082914723119243	0.9882617663616015	64
Betaproteobacteria	524	0.6415157612340711	0.7272524033087413	0.9732197969387694	64
Gammaproteobacteria	1403	0.6958108495607518	0.8278394723808036	0.9876206091323136	64
Actinobacteria	1548	0.9259754119354563	0.9782613335610005	0.9969241414663526	65
Firmicutes	1875	0.9048348294182135	0.969392141337856	0.9679391695640117	65
Bacteroidetes	857	0.9645950345950346	0.989051689051689	0.9941804195687698	65
Proteobacteria	3193	0.8263213568559955	0.8963156196213424	0.9821180007556101	65
Alphaproteobacteria	984	0.6484346014441051	0.7488227403750105	0.9847874649212103	65
Betaproteobacteria	523	0.5852453102453102	0.7759018759018759	0.9784830965998488	65
Gammaproteobacteria	1387	0.7354636591478696	0.8158290462999603	0.9843753179082135	65
Actinobacteria	1541	0.8808518334510019	0.9768192871898125	0.9969186321903112	66
Firmicutes	1869	0.8978374567302704	0.9682946067288557	0.97063622699383	66
Bacteroidetes	871	0.9765416507815479	0.9928675816495107	0.9966625922857624	66
Proteobacteria	3196	0.805717490754211	0.9190472017247122	0.9864305424715096	66
Alphaproteobacteria	969	0.5950372208436725	0.806961676316515	0.9861518365857231	66
Betaproteobacteria	513	0.5747116237799468	0.8060780834072759	0.9856896205449774	66
Gammaproteobacteria	1411	0.644078460399704	0.8620651369356032	0.9909099791452803	66
Actinobacteria	1532	0.8562248657753448	0.9731529634698389	0.9953036994189508	67
Firmicutes	1878	0.906524253668193	0.9693833840867363	0.972793468551927	67
Bacteroidetes	861	0.9625580604962048	0.9915195261292463	0.9965236911362367	67
Proteobacteria	3200	0.8026604127625192	0.9103773299204977	0.9857773607197358	67
Alphaproteobacteria	983	0.6823008330400094	0.7952598850170127	0.9857691894752338	67
Betaproteobacteria	518	0.537037037037037	0.828769706570114	0.9820048269489969	67
Gammaproteobacteria	1406	0.6859363434492969	0.8529977794226499	0.9908384066777196	67
Actinobacteria	1524	0.8918036241045091	0.9778673268717517	0.9963648050995854	68
Firmicutes	1851	0.8752132322774286	0.9659650095129787	0.9664280998679965	68
Bacteroidetes	879	0.9740957966764419	0.9887430371301339	0.9936989894950337	68
Proteobacteria	3214	0.8456236604230734	0.917424983692107	0.9852386498378881	68
Alphaproteobacteria	988	0.6863588667366212	0.8382401439064608	0.991092297694128	68
Betaproteobacteria	516	0.6908350305498983	0.7602443991853362	0.9773392274484926	68
Gammaproteobacteria	1398	0.7122362326299537	0.8455288214101905	0.9885452416602905	68
Actinobacteria	1549	0.897905372312577	0.9757435273851144	0.9965756371442733	69
Firmicutes	1865	0.8952458096192242	0.9672182787523952	0.9704918529580431	69
Bacteroidetes	859	0.9732515277912503	0.9929228505836324	0.9975017208235328	69
Proteobacteria	3185	0.8558316462026208	0.9235359589456769	0.9876093556302616	69
Alphaproteobacteria	981	0.691931216931217	0.8293650793650793	0.9886941564606209	69
Betaproteobacteria	519	0.7139271255060728	0.8097975708502024	0.9831521059203173	69
Gammaproteobacteria	1385	0.7567572923272035	0.8688239801310504	0.9910441933466396	69
Actinobacteria	1532	0.92896418098031	0.9766726888702695	0.9968467268598254	70
Firmicutes	1878	0.8891802415699119	0.9666885034948673	0.9692967458559334	70
Bacteroidetes	861	0.9746236559139785	0.9926363998407008	0.997249960249249	70
Proteobacteria	3197	0.866131450288377	0.9223202179061151	0.987172172000849	70
Alphaproteobacteria	970	0.7173744944087557	0.8424339757316203	0.9902184703539199	70
Betaproteobacteria	518	0.7327235772357723	0.825007817385866	0.9845348383347884	70
Gammaproteobacteria	1410	0.7613242195470312	0.8389359314425627	0.9874400506295253	70
Actinobacteria	1537	0.9220440374469294	0.97924475512053	0.9966622738903042	71
Firmicutes	1858	0.9135004166978744	0.9673352854529048	0.9696377919360089	71
Bacteroidetes	871	0.9706982144286973	0.9903475058051084	0.9956595100051326	71
Proteobacteria	3205	0.8275935131223098	0.8923248057364872	0.9821175409731044	71
Alphaproteobacteria	981	0.5888483188802678	0.7861580201835793	0.98358493840251	71
Betaproteobacteria	525	0.6819999999999999	0.7850400000000001	0.9815835695391522	71
Gammaproteobacteria	1401	0.6868229096312306	0.8074969606916116	0.9855434358746595	71
Actinobacteria	1543	0.9213477001688672	0.9762273494850864	0.996724121168499	72
Firmicutes	1857	0.9058932983267856	0.9653057553528331	0.9674310627676114	72
Bacteroidetes	871	0.9680281798583308	0.9905297197412997	0.995507502521162	72
Proteobacteria	3201	0.8005543775690307	0.9074941660052832	0.9858760610464936	72
Alphaproteobacteria	973	0.5096085213858232	0.7883517267885576	0.9868498912687687	72
Betaproteobacteria	516	0.6579633401221996	0.8035030549898168	0.983402237034324	72
Gammaproteobacteria	1417	0.6590227353886442	0.8285977859778597	0.9872549975595968	72
Actinobacteria	1521	0.8944340097417187	0.9487840825350037	0.9888003432079505	73
Firmicutes	1877	0.9100214258343692	0.9648337102909428	0.9670311500428606	73
Bacteroidetes	873	0.9642160957950432	0.9928873108697669	0.996758926389622	73
Proteobacteria	3200	0.850521475778854	0.9172652159096909	0.9854087937230016	73
Alphaproteobacteria	978	0.6616400797607178	0.8040721585244267	0.9862914310806937	73
Betaproteobacteria	522	0.6099396378269617	0.7756136820925553	0.9780943409260424	73
Gammaproteobacteria	1396	0.7437326282963866	0.8448444173276387	0.989006327725155	73
Actinobacteria	1525	0.9176193436213436	0.9744106015152744	0.9957280329118559	74
Firmicutes	1871	0.8839664449662763	0.9619658450159596	0.9616900161703986	74
Bacteroidetes	869	0.9660495284875392	0.9880114611376124	0.9937133535602978	74
Proteobacteria	3207	0.8585792080621217	0.9224215865402916	0.98672554078175	74
Alphaproteobacteria	988	0.6519607843137255	0.8396358543417367	0.9917687240207033	74
Betaproteobacteria	528	0.7361111111111112	0.8456101190476191	0.9862464363910164	74
Gammaproteobacteria	1387	0.7205513784461153	0.8242382271468144	0.9861871635312854	74
Actinobacteria	1515	0.909709162475399	0.9715569647933523	0.9956216336326118	75
Firmicutes	1880	0.9181737080672137	0.9682560479644461	0.9707944270905173	75
Bacteroidetes	872	0.9699750900868219	0.9893105032769837	0.9943163210197635	75
Proteobacteria	3208	0.8525956235463461	0.9126031425940254	0.9842953900971059	75
Alphaproteobacteria	973	0.6316050375133977	0.8396436227224009	0.9902240060779064	75
Betaproteobacteria	525	0.6579613229712633	0.7518073377914333	0.9786103684505908	75
Gammaproteobacteria	1401	0.7653569649085343	0.8453626592640046	0.985956657108342	75
Actinobacteria	1526	0.9021516571230261	0.9726162588929377	0.9953889727353424	76
Firmicutes	1865	0.9100899639386055	0.9619542811651479	0.9670260888988678	76
Bacteroidetes	874	0.9716001525659888	0.9913558913045171	0.9968409363747714	76
Proteobacteria	3197	0.8494587928206233	0.9050115545338075	0.9818285464420613	76
Alphaproteobacteria	984	0.6494380772226549	0.7987231556693001	0.9833516598961002	76
Betaproteobacteria	523	0.7251586506346025	0.8370490981963928	0.9898988274287452	76
Gammaproteobacteria	1386	0.7112781954887218	0.7774637486573577	0.9807629984676329	76
Actinobacteria	1514	0.9265813719684346	0.9803588069759863	0.9974465756578356	77
Firmicutes	1870	0.9038273209224366	0.9623818234036743	0.9649923331306263	77
Bacteroidetes	887	0.9584800204609737	0.9902359029909129	0.9964594815590697	77
Proteobacteria	3197	0.8358977501511164	0.9186232466932887	0.9862918300571872	77
Alphaproteobacteria	981	0.639021164021164	0.8027777777777777	0.9891005597724252	77
Betaproteobacteria	521	0.6710567210567211	0.8123931623931624	0.979944499200473	77
Gammaproteobacteria	1401	0.7113939145727433	0.8764484810523019	0.9903275004323839	77
Actinobacteria	1535	0.8603507253019615	0.9632574503662583	0.9934194845261826	78
Firmicutes	1865	0.9066934046345811	0.9652234105763517	0.9681400166830969	78
Bacteroidetes	877	0.9549790982382801	0.9896461630337414	0.9947093105759773	78
Proteobacteria	3198	0.8546118127450449	0.9231756012069308	0.987875079762483	78
Alphaproteobacteria	985	0.643984962406015	0.8192330827067669	0.9890849030952678	78
Betaproteobacteria	520	0.622386492870265	0.7760913305922491	0.9806872794723812	78
Gammaproteobacteria	1392	0.7633126603934988	0.8624091103507272	0.9914053048383978	78
Actinobacteria	1555	0.8595505130673884	0.9540364481684839	0.9920802234546603	79
Firmicutes	1859	0.8747464587549101	0.970830853469825	0.9677090176564176	79
Bacteroidetes	867	0.9709165824457747	0.9915455181528415	0.9954997295861109	79
Proteobacteria	3197	0.8303941602041516	0.904672286039312	0.9843836625306136	79
Alphaproteobacteria	987	0.5716073968705548	0.7491891891891892	0.982894508181211	79
Betaproteobacteria	506	0.5524240315472049	0.7650970385834686	0.9762634802355934	79
Gammaproteobacteria	1404	0.7867385613253624	0.8583597077325831	0.9909285072081415	79
Actinobacteria	1536	0.9255430242272347	0.9765037593984963	0.9965103945799878	80
Firmicutes	1860	0.9094224119112857	0.9665680978038508	0.9693821789839266	80
Bacteroidetes	881	0.9625594951198939	0.9904468911917098	0.9961923132326184	80
Proteobacteria	3201	0.8439625296553008	0.9182984835093267	0.9854636015782516	80
Alphaproteobacteria	978	0.5806914065700008	0.8198164987302367	0.9888564067788214	80
Betaproteobacteria	517	0.699318502271659	0.7976265079116402	0.9791170328586216	80
Gammaproteobacteria	1397	0.7721141859885315	0.8601346297681376	0.9881475873279769	80
Actinobacteria	1531	0.9407372383892091	0.9755116241725695	0.9962229883085354	81
Firmicutes	1871	0.8986810199046515	0.9702812005353066	0.9731871213399679	81
Bacteroidetes	879	0.9653097798259089	0.9899882077301433	0.994790260559065	81
Proteobacteria	3188	0.857271275059388	0.9152870372007759	0.9831477363385132	81
Alphaproteobacteria	983	0.5991229072624422	0.8017970401691332	0.9853724137353688	81
Betaproteobacteria	501	0.6968029350104822	0.749475890985325	0.9748780979402834	81
Gammaproteobacteria	1399	0.7779237587261747	0.846621957277695	0.9860540272633558	81
Actinobacteria	1522	0.9447648488566911	0.978238195247422	0.9960636272369544	82
Firmicutes	1865	0.8927851746507222	0.9617524840421259	0.9632328680922431	82
Bacteroidetes	876	0.9656265462642257	0.9907301459673429	0.9957618901402577	82
Proteobacteria	3208	0.8333549896049897	0.8964750937407188	0.9816211390571861	82
Alphaproteobacteria	995	0.619039762415443	0.7757245779024364	0.9845710608897976	82
Betaproteobacteria	519	0.6801038843721771	0.721093044263776	0.974915878356621	82
Gammaproteobacteria	1382	0.7146968434211898	0.8201700697989375	0.9845370738459613	82
Actinobacteria	1542	0.9099474942815554	0.9705976641020309	0.9951453101036637	83
Firmicutes	1878	0.9087590558541716	0.9674182051881282	0.9701996526089224	83
Bacteroidetes	862	0.9708341546750772	0.9911459360010513	0.9961445277067259	83
Proteobacteria	3196	0.8294571295433364	0.9166408434296365	0.985200428456867	83
Alphaproteobacteria	987	0.5207761351636747	0.8301346356916578	0.9906688088586062	83
Betaproteobacteria	510	0.67309670781893	0.7806498628257889	0.9792006510125488	83
Gammaproteobacteria	1400	0.7447630357864323	0.8458844990756498	0.9856827996233395	83
Actinobacteria	1536	0.9074369132718973	0.975602876582551	0.9965476322177425	84
Firmicutes	1874	0.9105546225583097	0.9578843609854952	0.9517509387116463	84
Bacteroidetes	869	0.9670034048567391	0.9937765000642426	0.9978715006695699	84
Proteobacteria	3190	0.8531143348743111	0.9091957608932	0.985447987745178	84
Alphaproteobacteria	968	0.6439162422184493	0.7602857951329938	0.9841391446430987	84
Betaproteobacteria	520	0.6658585858585859	0.7744646464646464	0.9804049396695922	84
Gammaproteobacteria	1397	0.7710660991614096	0.8614235768032227	0.9905739509214373	84
Actinobacteria	1536	0.9307274053444732	0.980591472714011	0.9967914890624239	85
Firmicutes	1869	0.8784855811759156	0.9615374181753849	0.9627438959646045	85
Bacteroidetes	860	0.9720714820359282	0.9929905813373253	0.9965965708593182	85
Proteobacteria	3213	0.8238878285127	0.9047356866693235	0.9843761197543878	85
Alphaproteobacteria	982	0.5314589665653495	0.7671225937183385	0.9825836666661223	85
Betaproteobacteria	520	0.6759595959595959	0.8033939393939393	0.981602660653028	85
Gammaproteobacteria	1412	0.699141751133296	0.8449421891712932	0.9890228259353955	85
Actinobacteria	1545	0.9404527472139312	0.9809456738665866	0.9967742005519519	86
Firmicutes	1862	0.9208508980042902	0.9658624524880339	0.968191386029466	86
Bacteroidetes	860	0.9618072173829808	0.9901287450942854	0.9947278005953135	86
Proteobacteria	3207	0.8379033572359844	0.9122142158688769	0.9837283731600917	86
Alphaproteobacteria	975	0.5592914438502674	0.8424866310160428	0.9893276040890812	86
Betaproteobacteria	519	0.6488663967611336	0.7317004048582996	0.973551865046893	86
Gammaproteobacteria	1407	0.7471306970680709	0.85050228777383	0.9891082583174666	86
Actinobacteria	1540	0.8521594829278079	0.9654805465543784	0.9949246225580992	87
Firmicutes	1864	0.8928706791995149	0.9661122744845361	0.9696555490334774	87
Bacteroidetes	861	0.9651017946968374	0.9870197876830797	0.9882885621027129	87
Proteobacteria	3212	0.8418926857926172	0.8829852708732568	0.9766352651756725	87
Alphaproteobacteria	973	0.6359275053304905	0.6439232409381662	0.9710377575721838	87
Betaproteobacteria	511	0.6312511619260086	0.7327570180330917	0.9739468155216242	87
Gammaproteobacteria	1418	0.691704729279665	0.7956275573318108	0.9836024606136142	87
Actinobacteria	1522	0.9458012114537445	0.982743667400881	0.99753858212054	88
Firmicutes	1882	0.9036315004670648	0.9686735943093534	0.9708221763596793	88
Bacteroidetes	850	0.9664143338166982	0.9880715380014911	0.9935209760647512	88
Proteobacteria	3219	0.8019096094571134	0.8813886887820778	0.9783887567533953	88
Alphaproteobacteria	990	0.5593949985864453	0.756059009483667	0.9821707661405639	88
Betaproteobacteria	518	0.6713056680161944	0.6880060728744939	0.9695801019299766	88
Gammaproteobacteria	1411	0.6024833029751062	0.799860352155434	0.9830883303865072	88
Actinobacteria	1526	0.9278279688090413	0.9809994503795815	0.9973544243718353	89
Firmicutes	1876	0.884509376403763	0.9629793612387245	0.9607837688825117	89
Bacteroidetes	875	0.9744840941796026	0.9891001500260249	0.9942926916969529	89
Proteobacteria	3183	0.8411175091920611	0.904061471307294	0.9825680833282208	89
Alphaproteobacteria	977	0.6077714253685331	0.72331988117258	0.9787241700551115	89
Betaproteobacteria	517	0.6397481406355646	0.8051893171061528	0.98065573891205	89
Gammaproteobacteria	1392	0.7465828321487151	0.827132630615281	0.9865436574601614	89
Actinobacteria	1527	0.9345405132654054	0.9758726308614324	0.9957772088064	90
Firmicutes	1873	0.9119202068276632	0.9658140901345554	0.9674500035594366	90
Bacteroidetes	867	0.9622493461203139	0.9940952682888167	0.9980635810859909	90
Proteobacteria	3196	0.8234611261517091	0.918583907373145	0.9861527184969217	90
Alphaproteobacteria	985	0.5732232883395674	0.7927440776277985	0.9866473504135084	90
Betaproteobacteria	514	0.7718200408997955	0.838200408997955	0.9851054795731033	90
Gammaproteobacteria	1399	0.6172535880619713	0.84157874726737	0.986482142851264	90
Actinobacteria	1539	0.9250493182730748	0.9705334229500182	0.9950975144562992	91
Firmicutes	1887	0.8944832290995727	0.9688320278141384	0.9700012438963364	91
Bacteroidetes	840	0.9719050271549923	0.9889682843615095	0.9948207208727821	91
Proteobacteria	3198	0.8221207904649463	0.914639788422256	0.9860603668463153	91
Alphaproteobacteria	989	0.5749387897866387	0.7825725778244141	0.9867261150303354	91
Betaproteobacteria	520	0.6407930107526881	0.7863323252688171	0.9818597590269817	91
Gammaproteobacteria	1385	0.7157925701798622	0.8515356722618448	0.9874474338621286	91
Actinobacteria	1524	0.9239075276124245	0.9712182120651842	0.9951470207834424	92
Firmicutes	1871	0.8865015446368281	0.9640886642714795	0.9678259362471728	92
Bacteroidetes	865	0.9648255442763201	0.990610834450616	0.9961881073785401	92
Proteobacteria	3205	0.8390263144860574	0.9009049805772347	0.9826539611064888	92
Alphaproteobacteria	981	0.5620779148294915	0.7120890774125133	0.9792052601631261	92
Betaproteobacteria	521	0.7409479409479409	0.7878010878010878	0.9803048369441413	92
Gammaproteobacteria	1402	0.7718426997488547	0.8481328167396545	0.9879895933830873	92
Actinobacteria	1524	0.940142825011246	0.9814627380416854	0.9975779496001309	93
Firmicutes	1898	0.904676833497609	0.9675150814076587	0.9683357337994855	93
Bacteroidetes	877	0.969374856354861	0.9886233049873593	0.9944824174379807	93
Proteobacteria	3171	0.8217482937110017	0.9014450401752393	0.9822342241431721	93
Alphaproteobacteria	986	0.6100304730441717	0.7616979466294536	0.9820172896937936	93
Betaproteobacteria	508	0.6358592132505176	0.7306832298136646	0.9728324117527423	93
Gammaproteobacteria	1384	0.6852276609243082	0.854082280025377	0.9886482363669704	93
Actinobacteria	1549	0.9271803447388731	0.9772210788097075	0.9966238534841666	94
Firmicutes	1853	0.8976153774121749	0.9699476086544163	0.9719526402661283	94
Bacteroidetes	872	0.9652779416971558	0.9915024194500177	0.9959224353239947	94
Proteobacteria	3199	0.8329972953036636	0.9172520987741053	0.9852923436802229	94
Alphaproteobacteria	963	0.5592324342324342	0.8188339438339438	0.9876069539129884	94
Betaproteobacteria	518	0.7220816464237517	0.8122047908232118	0.983046782483866	94
Gammaproteobacteria	1415	0.6837239993219846	0.8432876480131728	0.9862587537782777	94
Actinobacteria	1532	0.9436224153205286	0.9796524230486494	0.9968936590478293	95
Firmicutes	1855	0.8722930217464961	0.9653073714752017	0.9642773752213399	95
Bacteroidetes	889	0.9733256693614181	0.9877846176666913	0.9938439310244573	95
Proteobacteria	3204	0.8270960574260731	0.8975126497389463	0.9817628908880944	95
Alphaproteobacteria	976	0.5733974358974359	0.7590678418803418	0.9813183846280231	95
Betaproteobacteria	516	0.6296296296296297	0.7886086495493448	0.9784984593839439	95
Gammaproteobacteria	1416	0.6954563052124028	0.8370816175694225	0.9871742741897199	95
Actinobacteria	1527	0.9239676072860872	0.9773810281640188	0.9969475228450654	96
Firmicutes	1869	0.9219725108824786	0.963886488821687	0.9658857083641237	96
Bacteroidetes	879	0.9641246836899011	0.9918487846024078	0.9958271742296252	96
Proteobacteria	3195	0.8631965944272446	0.924631755723732	0.9874008305930729	96
Alphaproteobacteria	971	0.7405830280830281	0.8489316239316239	0.9910158871036316	96
Betaproteobacteria	518	0.6387483130904184	0.791751012145749	0.980169638489495	96
Gammaproteobacteria	1396	0.7416899230900253	0.8552271268162939	0.9902196774539912	96
Actinobacteria	1545	0.9159642906288703	0.9810164958029448	0.9968268450298585	97
Firmicutes	1870	0.8936832111423132	0.9710369588571214	0.9728681775418442	97
Bacteroidetes	884	0.9694875963391136	0.9897865486512524	0.9939777285500141	97
Proteobacteria	3172	0.8417541258632124	0.9128795452772034	0.9844510912875055	97
Alphaproteobacteria	973	0.610937860937861	0.8483050358050357	0.9920651258145892	97
Betaproteobacteria	513	0.6559016393442623	0.7668032786885246	0.9777072631620418	97
Gammaproteobacteria	1382	0.7373121482952665	0.8414829526646807	0.9876272940468779	97
Actinobacteria	1535	0.8783277742085949	0.977071910725444	0.9964638984809893	98
Firmicutes	1841	0.9200401279638872	0.9702158240278596	0.9714030871387058	98
Bacteroidetes	866	0.9720375393034587	0.9894550720463401	0.9945740232735523	98
Proteobacteria	3232	0.8214702271853971	0.9038256420370627	0.9823009853778581	98
