trait	alpha	aic	logLik	GBDT40	Dstats
K14731	13.9810494518589	5034.78984671401	-2515.394923357	No	0.004
K04719	12.4797361201721	4126.81060774852	-2061.40530387426	No	0.578
K07221	11.3504789793559	3348.82810651863	-1672.41405325932	No	0.441
K21019	18.2454885867598	756.040662868638	-376.020331434319	No	0.903
K00249	8.04033099448427	3525.28649725665	-1760.64324862832	No	0.938
K11940	2.11116830429488	722.030627997451	-359.015313998725	No	1.0
K01004	4.32323010233054	1130.75104827518	-563.375524137592	No	1.0
K07183	12.3886477641339	2320.19472178551	-1158.09736089276	No	0.875
K00366	12.9076670828606	1153.90051853502	-574.95025926751	No	0.75
K01713	23.2536044306884	2705.2314899313	-1350.61574496565	No	0.449
K06167	2.74711664131814	3295.19514351139	-1645.5975717557	No	1.0
K01721	18.1698691249636	2499.26828707476	-1247.63414353738	No	0.185
K20807	20.9675479565055	2091.72169562106	-1043.86084781053	No	0.264
K04765	2.32395521734635	1222.38947119565	-609.194735597827	No	1.0
K13599	1.65597486776331	821.545553784359	-408.772776892179	No	1.0
K12506	1.79611927713847	1422.46947863327	-709.234739316634	No	1.0
K09991	1.09734932198427	440.253345987943	-218.126672993971	No	1.0
K09004	15.7935605841953	5446.83659818067	-2721.41829909034	No	0.0
K17226	9.95872625511386	2301.23927918649	-1148.61963959325	No	0.841
K17227	11.0287365552821	1856.83302889065	-926.416514445325	No	0.77
K08738	1.72530232581602	1839.80615055067	-917.903075275333	No	0.999
K04940	17.0751286294232	3293.48158550735	-1644.74079275368	No	0.0
K00485	20.7275687225335	3852.57109776579	-1924.28554888289	No	0.003
K20940	25.8150238656738	2460.50785642834	-1228.25392821417	No	0.003
K22479	23.8106206376461	834.866516244224	-415.433258122112	No	0.785
K03862	34.2885665626593	2151.07087455077	-1073.53543727539	No	0.021
K03153	7.41188382259171	3908.9877819595	-1952.49389097975	No	0.972
K01447	13.772370202732	979.116538618891	-487.558269309446	No	0.949
K07787	12.9334676792165	5451.57004703792	-2723.78502351896	No	0.005
K07798	13.6835128037409	5774.24382917039	-2885.12191458519	No	0.0
K11443	7.25902012485461	3499.53007489924	-1747.76503744962	No	0.552
K02488	7.01912056042136	2914.25792463541	-1455.12896231771	No	0.883
K08641	10.4516154187617	5591.61733429763	-2793.80866714882	No	0.093
K03322	10.5862204224946	5515.00526437273	-2755.50263218637	No	0.427
K02258	2.71601608794967	1246.55950108065	-621.279750540324	No	1.0
K02116	9.81958361895796	6600.20163814488	-3298.10081907244	No	0.001
K00643	1.1212956937595	1087.70338201274	-541.851691006368	No	1.0
K05603	13.8125346026407	3230.37265682429	-1613.18632841215	No	0.734
K03579	5.22896791150651	3332.34206903732	-1664.17103451866	No	1.0
K18478	16.1506142519519	1936.33223472624	-966.166117363122	No	0.11
K01243	5.12572016968784	5199.19781835992	-2597.59890917996	No	0.824
K15371	2.63358309032655	1967.91213458358	-981.956067291791	No	1.0
K07403	5.65069870471988	3975.26599445257	-1985.63299722629	No	0.863
K07241	20.0608623159813	3928.0038591966	-1962.0019295983	No	0.062
K17725	15.4594270345565	1852.22547761738	-924.11273880869	No	0.363
K08987	14.7192618909935	5290.51206712672	-2643.25603356336	No	0.051
K00448	16.0408273201481	4036.07220545382	-2016.03610272691	No	0.347
K00449	15.9460888063741	4801.83597171014	-2398.91798585507	No	0.06
K09705	12.8524607903738	5759.31989057937	-2877.65994528969	No	0.005
K07110	4.79375339777837	2152.98765402642	-1074.49382701321	No	0.998
K03924	4.43007795019083	3813.14666154355	-1904.57333077178	No	0.939
K09986	1.29530843163086	649.415048550817	-322.707524275408	No	1.0
K03453	16.5323044520336	6582.36788553236	-3289.18394276618	No	0.0
K13503	3.48813006073372	875.941886839541	-435.970943419771	No	0.994
K03809	7.91131619278409	5931.53563195527	-2963.76781597763	No	0.312
K04774	2.87038718296597	1315.89135493195	-655.945677465976	No	1.0
K01449	1.63578167172957	1649.61986142569	-822.809930712844	No	1.0
K03744	8.72033781489704	5956.65947821411	-2976.32973910705	No	0.069
K03379	9.67246336960946	3337.26143086915	-1666.63071543458	No	0.798
K08299	18.8038503921439	2452.41976810036	-1224.20988405018	No	0.444
K13623	13.5271929899394	1030.30852926493	-513.154264632463	No	0.904
K13622	14.8787742151329	1674.31131127252	-835.155655636259	No	0.559
K07250	15.0330471590319	5248.16905950833	-2622.08452975416	No	0.213
K00302	8.97837066369994	3412.07265526554	-1704.03632763277	No	0.797
K07722	11.1922977183129	3214.22516844895	-1605.11258422448	No	0.288
K16639	2.50883401093323	2427.34869850128	-1211.67434925064	No	1.0
K09803	27.4683747458933	6029.30708220157	-3012.65354110079	No	0.0
K01144	0.925896319395285	841.824078331101	-418.912039165551	No	1.0
K09945	12.9053197235465	1803.67686584158	-899.83843292079	No	0.949
K09778	3.19667428518441	1043.83140523859	-519.915702619296	No	0.996
K01470	11.040756740302	6842.86980430653	-3419.43490215327	No	0.001
K07261	2.3194494957098	1344.72438741301	-670.362193706507	No	1.0
K02793	2.42066016578646	2293.73029573774	-1144.86514786887	No	1.0
K07226	10.1843532906957	3255.10071168287	-1625.55035584143	No	0.891
K01610	3.35356496648706	3211.90363201587	-1603.95181600794	No	1.0
K01430	13.6240929540775	6115.10163440128	-3055.55081720064	No	0.016
K01429	14.5934496232705	6426.2320130101	-3211.11600650505	No	0.004
K01428	13.592724789369	6562.78188100915	-3279.39094050458	No	0.004
K07488	36.6064855147412	6093.22529962842	-3044.61264981421	No	0.0
K03829	14.6128831582858	6075.38738175495	-3035.69369087747	No	0.012
K02228	11.3558574164056	2435.94294557933	-1215.97147278967	No	0.957
K02229	12.7591057338048	2412.90182170817	-1204.45091085408	No	0.955
K05895	7.31852063055273	4722.25089292417	-2359.12544646209	No	0.734
K00595	7.05359954790515	4421.70158511677	-2208.85079255839	No	0.836
K02189	7.73685379442898	5105.69498374603	-2550.84749187301	No	0.47
K09937	5.72369795700508	1859.51053822093	-927.755269110463	No	0.995
K21495	26.7058820703448	5377.55091525584	-2686.77545762792	No	0.0
K09018	30.1567123550175	2028.1423323191	-1012.07116615955	No	0.041
K06177	4.25479979773745	3266.79219597019	-1631.39609798509	No	1.0
K20268	59.0823631823329	946.301737363205	-471.150868681603	No	0.0
K09807	5.95406681043416	4631.09864016058	-2313.54932008029	No	0.935
K01576	28.1641293936475	3361.38445366328	-1678.69222683164	No	0.0
K08988	10.7802695312571	2835.99747237703	-1415.99873618851	No	0.821
K06872	8.79074840448315	6573.61730460562	-3284.80865230281	No	0.057
K02426	2.02333632179069	1915.62300151254	-955.811500756268	No	1.0
K01847	3.36459230532695	2841.74198177192	-1418.87099088596	No	1.0
K07588	2.68047418245031	2670.32863739158	-1333.16431869579	No	1.0
K16092	8.76325611864647	3462.18348625211	-1729.09174312605	No	0.946
K02225	9.65311519474402	2058.18117990157	-1027.09058995078	No	0.972
K02227	5.60903628504862	4934.75182719575	-2465.37591359788	No	0.841
K02232	5.95114203381384	5084.95292279868	-2540.47646139934	No	0.756
K19221	5.07653166843176	4481.20701192809	-2238.60350596404	No	0.939
K02230	9.94728709221551	4700.8311542401	-2348.41557712005	No	0.481
K02231	5.81426549170383	5140.40382205302	-2568.20191102651	No	0.768
K00768	5.96308432187061	5183.67675191406	-2589.83837595703	No	0.761
K02233	6.38352405819352	5528.23551184054	-2762.11775592027	No	0.552
K09539	17.0005246967206	674.878212969328	-335.439106484664	No	0.702
K21480	11.685527600409	1946.78495877315	-971.392479386576	No	0.901
K21703	14.2080297905305	1873.60671234952	-934.80335617476	No	0.762
K15975	8.29424321336134	3376.63839915373	-1686.31919957687	No	0.891
K01187	9.49890398128887	6624.44138763083	-3310.22069381542	No	0.047
K07675	23.4732356585618	3266.13302289566	-1631.06651144783	No	0.045
K03396	23.4411732575605	1425.7385561207	-710.869278060352	No	0.298
K07222	19.8489558486705	6646.33122781985	-3321.16561390993	No	0.0
K03328	21.1696695063571	9217.71328330595	-4606.85664165297	No	0.0
K16653	10.078051986062	3762.13888176708	-1879.06944088354	No	0.511
K16554	11.7355079169466	3164.46372318375	-1580.23186159188	No	0.278
K09763	5.44834575072164	2094.08407529543	-1045.04203764772	No	0.998
K12508	25.5505360206374	3160.01317490739	-1578.0065874537	No	0.002
K09862	3.72439173582686	1987.2926533496	-991.646326674799	No	1.0
K02618	15.4297448482698	3322.72017619009	-1659.36008809504	No	0.604
K03380	22.1864015099475	2367.52073465743	-1181.76036732871	No	0.064
K03381	30.7489974263667	3547.11130062977	-1771.55565031488	No	0.002
K00217	32.1546505140143	3281.0824923737	-1638.54124618685	No	0.0
K04098	38.5751777794575	1818.48391084248	-907.24195542124	No	0.0
K10441	12.1844945099719	6608.13590802945	-3302.06795401473	No	0.001
K17229	17.1421123179087	1314.92407121929	-655.462035609643	No	0.404
K20034	11.2530831030309	1960.267134149	-978.133567074501	No	0.883
K02224	6.57322635954654	5231.10845774973	-2613.55422887487	No	0.656
K15773	43.4081940596035	4442.71347891979	-2219.3567394599	No	0.0
K00481	15.7935462938244	4684.50454598229	-2340.25227299114	No	0.126
K20036	23.9622574629932	1859.75902966107	-927.879514830536	No	0.047
K13592	1.62621039046101	251.241339315448	-123.620669657724	No	1.0
K01623	6.67483819967194	3736.11870028404	-1866.05935014202	No	0.769
K00819	4.55926691291317	3000.48817480877	-1498.24408740439	No	0.998
K09118	1.91708117912871	1814.45451867255	-905.227259336274	No	1.0
K18068	35.140062137387	2403.84798479083	-1199.92399239541	No	0.0
K00141	30.393174447026	2767.56518198919	-1381.7825909946	No	0.006
K21802	39.5297058707196	1650.66995485813	-823.334977429067	No	0.064
K07227	19.4530125608604	1288.42646033716	-642.213230168579	No	0.849
K07127	11.3173731414748	5178.78800299378	-2587.39400149689	No	0.55
K13485	21.1479506798697	1087.68237879748	-541.841189398738	No	0.793
K03458	21.9524031580006	2556.73516697702	-1276.36758348851	No	0.263
K00365	10.8651142857932	1622.96961144487	-809.484805722436	No	0.929
K18456	25.3234083790311	1427.9826410798	-711.991320539899	No	0.575
K01286	9.76631334669955	6918.69441854402	-3457.34720927201	No	0.005
K00372	14.9718778443349	3733.45454486341	-1864.7272724317	No	0.26
K18831	55.6939868852148	8339.20757448415	-4167.60378724208	No	0.0
K19802	8.25341885597852	5435.98479810536	-2715.99239905268	No	0.231
K04755	6.1068156575458	3492.69289717763	-1744.34644858882	No	0.999
K08296	2.93752378782957	3229.3387490391	-1612.66937451955	No	1.0
K13587	2.65375596769894	1076.89296091075	-536.446480455373	No	0.999
K14338	29.0837599125964	1795.62847177088	-895.814235885442	No	0.057
K00635	6.71100631094538	2397.49093181962	-1196.74546590981	No	0.985
K01053	17.3460852815754	5779.7320589725	-2887.86602948625	No	0.0
K13574	21.4813526088213	1009.14354592542	-502.571772962712	No	0.848
K07003	6.12140115696637	4525.94288362331	-2260.97144181166	No	0.766
K21679	7.94504640007436	459.797735308425	-227.898867654213	No	0.993
K06045	8.44173113506844	1465.45839393893	-730.729196969465	No	0.97
K01322	5.11579960452607	3844.95615987731	-1920.47807993865	No	0.991
K23264	1.94075331501994	2001.3218419592	-998.660920979598	No	1.0
K23265	1.95323655376246	2236.97832929472	-1116.48916464736	No	1.0
K11921	32.26619202418	3389.47007824652	-1692.73503912326	No	0.003
K23269	2.29908605557927	2305.13275713737	-1150.56637856868	No	1.0
K01857	21.258767369459	3051.22403708134	-1523.61201854067	No	0.385
K00721	2.06861998921014	2366.00662123044	-1181.00331061522	No	1.0
K00500	7.31226865630494	3145.07169141995	-1570.53584570998	No	0.987
K01273	7.55339811183512	6140.51887688931	-3068.25943844465	No	0.259
K00953	4.65269441600812	1052.9356424459	-524.467821222951	No	0.995
K00769	1.79345650475527	885.105319870101	-440.55265993505	No	1.0
K01046	13.043127409264	6171.62685933714	-3083.81342966857	No	0.016
K13893	6.61529711230657	1608.36883618747	-802.184418093736	No	1.0
K13896	5.16882265623516	1456.61932470848	-726.309662354242	No	1.0
K02281	4.34502383303442	998.695395989755	-497.347697994877	No	0.995
K05801	1.78635170059475	1372.14978734072	-684.074893670362	No	1.0
K21908	26.8661602362901	1311.33600854695	-653.668004273474	No	0.301
K01843	5.35137956545675	3113.64085938639	-1554.8204296932	No	0.931
K04568	2.31437704967375	1149.33162196198	-572.665810980991	No	1.0
K11532	2.35304433237628	544.179300109301	-270.089650054651	No	1.0
K01425	11.5483708728643	6463.96799665937	-3229.98399832968	No	0.031
K00065	19.4782770459254	6524.70208737894	-3260.35104368947	No	0.0
K13590	7.72568040159184	2141.70087009872	-1068.85043504936	No	0.99
K07343	16.7621487404083	5490.07368536382	-2743.03684268191	No	0.001
K11717	4.34419431801867	4142.72952856918	-2069.36476428459	No	0.896
K09015	2.14533358121536	2695.93074666945	-1345.96537333473	No	1.0
K09014	2.92676682076331	2891.00415898456	-1443.50207949228	No	1.0
K00784	7.1210634336642	5669.12051891973	-2832.56025945987	No	0.362
K01744	9.20457435234534	6170.50719743028	-3083.25359871514	No	0.113
K17837	18.3269645852793	3232.82907795471	-1614.41453897735	No	0.007
K18996	17.2391127708646	1404.13640898047	-700.068204490235	No	0.731
K06136	17.6121156703526	3961.45977634166	-1978.72988817083	No	0.097
K06138	16.711502521298	4641.6798035047	-2318.83990175235	No	0.009
K06139	16.7879376762581	3329.71499919137	-1662.85749959568	No	0.434
K13810	3.23898849723648	631.850102351324	-313.925051175662	No	0.947
K00033	5.4848671512175	4810.57505243813	-2403.28752621907	No	0.794
K00036	4.29202970189085	4071.7164247936	-2033.8582123968	No	0.928
K01057	4.20461582333094	3766.15714578439	-1881.0785728922	No	1.0
K00851	9.36763409454366	4590.06957589904	-2293.03478794952	No	0.86
K01082	4.7637654724104	4235.93584364294	-2115.96792182147	No	0.987
K07389	48.4495737239356	2129.99433815836	-1062.99716907918	No	0.0
K07807	39.2206042392952	2610.94976105359	-1303.47488052679	No	0.0
K22348	21.4361543479555	3329.15379813947	-1662.57689906974	No	0.001
K10914	4.70192375864681	3954.08504512488	-1975.04252256244	No	0.999
K07004	9.50447020443463	4978.4067087256	-2487.2033543628	No	0.301
K23107	21.3344916956159	4964.09517915507	-2480.04758957754	No	0.0
K01464	12.5072465041644	5581.10178727418	-2788.55089363709	No	0.042
K04566	1.0742709090235	1277.40794071863	-636.703970359314	No	0.999
K07077	9.86488941114144	3244.2342579608	-1620.1171289804	No	0.857
K10764	2.32761758306456	1713.78602687346	-854.89301343673	No	1.0
K23359	28.981923014196	2720.38568734274	-1358.19284367137	No	0.0
K01796	8.11489579959953	3648.38637621805	-1822.19318810902	No	0.928
K21210	34.8609911459377	1155.10820300438	-575.554101502192	No	0.0
K22209	31.0143680251171	2795.15078332478	-1395.57539166239	No	0.0
K09131	6.50448350775916	3964.40545766549	-1980.20272883274	No	0.891
K13049	16.7542538894227	2613.53341621048	-1304.76670810524	No	0.058
K01113	10.3627118731754	5764.46157018747	-2880.23078509374	No	0.204
K01077	15.4183871020237	7677.62947133245	-3836.81473566622	No	0.0
K09927	7.61031239829186	4667.5363565432	-2331.7681782716	No	0.798
K19267	17.9287721261181	7512.44303554539	-3754.22151777269	No	0.0
K13017	7.6780640658197	5234.78379185515	-2615.39189592758	No	0.071
K08679	9.87616117023257	6881.59532168171	-3438.79766084085	No	0.012
K13013	11.5096823612647	2095.53033347878	-1045.76516673939	No	0.585
K03272	6.88566937284267	3672.22058444671	-1834.11029222336	No	0.954
K02843	4.62159899095897	2072.92886520402	-1034.46443260201	No	0.999
K12989	9.04130602966026	755.892885383577	-375.946442691788	No	0.991
K07031	15.8312450179362	3336.63195569552	-1666.31597784776	No	0.0
K12995	34.2315282765752	3033.60256803932	-1514.80128401966	No	0.0
K18930	8.1436391485598	5324.17924594442	-2660.08962297221	No	0.72
K01628	11.2771666160518	5790.35205060031	-2893.17602530015	No	0.0
K11689	14.6322843816262	3664.59265355522	-1830.29632677761	No	0.085
K11688	13.7927654041354	3118.35020990342	-1557.17510495171	No	0.451
K05847	8.32645999341216	5914.14280126547	-2955.07140063273	No	0.24
K15358	25.6020318402404	1341.75061196985	-668.875305984925	No	0.002
K01181	13.8856619250796	5159.2804703252	-2577.6402351626	No	0.002
K07020	4.87562082735017	2408.47235941219	-1202.2361797061	No	1.0
K09003	13.9489598246077	1460.6974450947	-728.34872254735	No	0.722
K19707	34.0055537879892	4232.37468817155	-2114.18734408578	No	0.0
K19745	11.8092436216235	4706.21480785072	-2351.10740392536	No	0.521
K21959	25.7033546725398	2069.27812197901	-1032.63906098951	No	0.064
K20266	26.8025687586077	3996.00344508156	-1996.00172254078	No	0.0
K06888	5.806388359592	4440.88732252624	-2218.44366126312	No	0.831
K00171	8.54972028621783	1289.09015666944	-642.545078334721	No	0.597
K00170	8.59204013006553	2214.56943588746	-1105.28471794373	No	0.094
K02472	23.6048476380918	5742.83027104709	-2869.41513552355	No	0.0
K22699	9.88985984033083	693.281933106785	-344.640966553392	No	0.773
K09136	11.7200781384137	5779.72621811088	-2887.86310905544	No	0.076
K11725	33.0077638420389	761.40868113315	-378.704340566575	No	0.003
K07502	3.99727176768005	1435.96545521021	-715.982727605107	No	0.994
K06877	4.68622765282198	4334.09662381771	-2165.04831190885	No	0.86
K06974	11.8686364456986	1039.60760390726	-517.803801953629	No	0.336
K16055	10.0101509040602	1213.75634110218	-604.87817055109	No	0.905
K14475	14.8532251565618	2858.81283897158	-1427.40641948579	No	0.051
K06945	6.21220290387971	2018.85224016406	-1007.42612008203	No	0.994
K00441	18.898983101325	2060.98246203206	-1028.49123101603	No	0.0
K01537	5.80593939207528	4338.87786973819	-2167.4389348691	No	0.577
K06885	1.56746895527155	1872.82079695889	-934.410398479444	No	1.0
K07092	12.3525841803599	3257.11008299417	-1626.55504149709	No	0.001
K02626	7.30225170713508	1057.53294847769	-526.766474238843	No	0.689
K13525	7.59172557944597	887.278407509187	-441.639203754593	No	0.883
K06218	59.2544590380583	9676.8512657747	-4836.42563288735	No	0.0
K00096	9.61727473482243	2695.3719033881	-1345.68595169405	No	0.548
K10536	8.72480730965542	6274.30573761197	-3135.15286880598	No	0.082
K12251	5.57453752424368	4086.18384080964	-2041.09192040482	No	0.833
K00034	19.9934071681762	3406.96988319898	-1701.48494159949	No	0.047
K17947	22.1374103041778	4193.88575372382	-2094.94287686191	No	0.0
K13057	8.30631610654136	1306.5254338291	-651.26271691455	No	0.101
K07097	5.76036339993271	915.590707403627	-455.795353701813	No	0.981
K02588	11.6959190005071	3147.50263418387	-1571.75131709194	No	0.064
K05982	8.00425665638728	2877.59269549914	-1436.79634774957	No	0.915
K00158	12.7045183443843	1788.48656914146	-892.243284570731	No	0.869
K03698	2.10124083468286	1727.30172659603	-861.650863298017	No	1.0
K06857	15.6008594728347	1938.04102439065	-967.020512195326	No	0.017
K15496	12.9571369481813	957.7152789344	-476.8576394672	No	0.155
K02017	7.83153498499227	4292.96441938987	-2144.48220969493	No	0.883
K00947	15.4264495442772	658.508460331487	-327.254230165743	No	0.185
K06924	9.97493480028673	1914.9544878958	-955.477243947899	No	0.722
K12234	4.46650903982371	1984.54868349729	-990.274341748643	No	0.993
K13281	10.1523148365118	2575.59949191201	-1285.799745956	No	0.695
K05966	18.2655797324386	2338.93157580766	-1167.46578790383	No	0.334
K08145	30.3162657944957	941.430362654619	-468.715181327309	No	0.013
K01130	20.880498014871	6924.40197903661	-3460.2009895183	No	0.0
K07451	143.164356458795	9429.61843468495	-4712.80921734248	No	0.0
K03775	3.16441321831741	2419.79390287827	-1207.89695143914	No	1.0
K02347	3.59813262965908	2377.91478409708	-1186.95739204854	No	0.994
K00850	2.48637510572902	2834.07484592122	-1415.03742296061	No	1.0
K11744	11.3045458776071	3510.49608051561	-1753.24804025781	No	0.646
K22226	6.99640984328021	2072.68052861887	-1034.34026430944	No	0.683
K22225	9.41759208979899	1813.43679549246	-904.718397746231	No	0.612
K22227	5.62160292217164	1553.99045479691	-774.995227398457	No	0.89
K23259	16.944478945235	1639.71892386554	-817.85946193277	No	0.0
K07123	30.6467762413928	2476.50087085186	-1236.25043542593	No	0.0
K01575	14.6368030594405	3788.65810358087	-1892.32905179044	No	0.322
K03365	17.695108867246	2867.26128780144	-1431.63064390072	No	0.173
K09817	5.71228239883887	4002.65096278228	-1999.32548139114	No	0.967
K22390	17.2089043177547	5417.22613563308	-2706.61306781654	No	0.0
K15495	10.1556367746242	1227.16559196008	-611.58279598004	No	0.424
K08093	20.653875735547	3192.92539110617	-1594.46269555308	No	0.004
K08094	22.107552648099	4027.94989588937	-2011.97494794468	No	0.0
K08974	4.80946834855114	3520.66185262607	-1758.33092631304	No	0.979
K09122	10.7807674220641	2481.27885188811	-1238.63942594405	No	0.557
K04651	10.5027019914726	6025.30172886349	-3010.65086443175	No	0.0
K04655	10.0836135978384	5962.08376691774	-2979.04188345887	No	0.004
K03605	11.8509374669867	4542.17961075935	-2269.08980537967	No	0.02
K07131	6.52169880805461	2150.94066355286	-1073.47033177643	No	0.982
K19244	11.5518964114035	970.999691720925	-483.499845860463	No	0.016
K06937	16.1584621469367	3308.65333525936	-1652.32666762968	No	0.0
K19664	18.4993040945035	608.632958169373	-302.316479084687	No	0.345
K01858	3.81400488680577	2945.82506688177	-1470.91253344089	No	0.989
K05337	4.8837437279678	4592.05136168572	-2294.02568084286	No	0.924
K05521	25.3631644180569	4036.62139398122	-2016.31069699061	No	0.0
K00198	6.25855638736962	1450.89766230818	-723.44883115409	No	0.806
K01486	6.51625081563519	4466.44512292068	-2231.22256146034	No	0.782
K01622	10.3033346774218	785.641237495512	-390.820618747756	No	0.306
K14415	12.6774913212872	6837.13664159766	-3416.56832079883	No	0.0
K06927	28.0270790566695	1250.11074952937	-623.055374764686	No	0.004
K06919	58.3205467271693	11027.4713938202	-5511.73569691009	No	0.0
K10761	35.3947356147739	1079.11103803032	-537.555519015158	No	0.0
K07219	6.43527888049058	1744.11538456153	-870.057692280764	No	0.679
K04656	10.973595266651	5898.81455231371	-2947.40727615686	No	0.0
K07013	15.8393717854718	1077.55317706692	-536.776588533461	No	0.021
K07464	16.4648875505348	6476.39874879024	-3236.19937439512	No	0.0
K06215	3.55371352554159	2967.68366822567	-1481.84183411283	No	1.0
K23356	14.8951341805544	3768.2928029167	-1882.14640145835	No	0.017
K04652	10.546041108493	5814.23456239155	-2905.11728119578	No	0.002
K06859	35.3352657179843	2154.32121577582	-1075.16060788791	No	0.0
K15986	1.87968252533249	2035.79037018262	-1015.89518509131	No	1.0
K02188	8.86868434262401	4913.7405501008	-2454.8702750504	No	0.198
K02006	10.0497058514873	3596.01708102891	-1796.00854051446	No	0.361
K02008	8.41887315694184	3768.78301294517	-1882.39150647258	No	0.336
K02009	11.1993230946287	4281.73622983474	-2138.86811491737	No	0.047
K02007	7.88718480974789	4901.86838459798	-2448.93419229899	No	0.162
K07076	14.7197637706963	3366.49557459629	-1681.24778729814	No	0.0
K00320	22.5310542555677	1456.58728295139	-726.293641475695	No	0.0
K07216	8.79234779234983	3485.83799206125	-1740.91899603062	No	0.386
K06001	9.81723269458517	5193.07985459297	-2594.53992729648	No	0.004
K13280	12.08726343083	2964.94614905622	-1480.47307452811	No	0.117
K08681	3.99349158275871	2945.19068974296	-1470.59534487148	No	0.999
K07178	13.5742205812998	2552.55181821192	-1274.27590910596	No	0.872
K00150	25.9796824755507	1834.07581951508	-915.03790975754	No	0.0
K03709	2.98832929898377	2996.44723956739	-1496.22361978369	No	1.0
K14445	10.6294567747299	5147.38713815931	-2571.69356907966	No	0.09
K10974	29.221167974163	5158.69556931295	-2577.34778465647	No	0.0
K01840	4.69960249548094	3592.6546085613	-1794.32730428065	No	0.999
K03387	9.42998470004509	4162.88149647548	-2079.44074823774	No	0.838
K07755	13.0853172619254	5211.69377883023	-2603.84688941512	No	0.0
K06921	15.6260722962374	4076.62927302958	-2036.31463651479	No	0.0
K07138	6.29458189988989	1644.30650671916	-820.15325335958	No	0.854
K07096	7.44394864860038	2695.55457008677	-1345.77728504339	No	0.166
K05873	9.77816552151479	2461.90281602811	-1228.95140801406	No	0.721
K03410	4.12386064450073	2771.03363492601	-1383.51681746301	No	0.968
K06951	5.86631947791539	934.756525732415	-465.378262866207	No	0.947
K04720	5.17126819309471	2864.40553710768	-1430.20276855384	No	0.932
K07457	7.92546034813957	2456.49989123092	-1226.24994561546	No	0.715
K07442	0.871131273181217	728.393145636856	-362.196572818428	No	1.0
K00610	2.05299044639259	926.327356227963	-461.163678113981	No	1.0
K01726	6.46557504729376	5696.08114111207	-2846.04057055604	No	0.434
K08963	5.53129211048469	4649.08601943336	-2322.54300971668	No	0.832
K09729	4.3851177501772	690.575546076422	-343.287773038211	No	0.996
K03973	4.13538892301352	3957.2000281857	-1976.60001409285	No	0.993
K09128	29.800052461672	1741.26198346883	-868.630991734416	No	0.0
K03627	15.8606790545047	2196.06176206718	-1096.03088103359	No	0.0
K09141	5.20674389890896	1374.39500501596	-685.19750250798	Yes	0.83
K07025	9.00079529021817	6717.57051943907	-3356.78525971953	No	0.003
K09740	9.79267188182504	1572.70909394665	-784.354546973325	No	0.686
K18843	31.1555781033319	6786.26522416429	-3391.13261208214	No	0.0
K07339	79.1170092024949	5465.28427245448	-2730.64213622724	No	0.0
K14127	9.67818876184507	834.976560783816	-415.488280391908	No	0.614
K03388	3.83308192638656	811.297857829263	-403.648928914632	No	0.948
K03389	5.65413499610385	1079.0285410632	-537.514270531598	No	0.733
K03390	4.44116602960831	1098.20055878003	-547.100279390017	No	0.821
K00926	10.3871372693426	6074.29558239785	-3035.14779119892	No	0.002
K22900	4.56839110568677	1693.61007164979	-844.805035824896	No	0.999
K01974	16.1031800409649	2018.41206079077	-1007.20603039539	No	0.0
K04076	2.39451692443243	553.122062096553	-274.561031048276	No	1.0
K02107	7.0284474880401	573.323896484689	-284.661948242344	No	0.95
K09116	9.24475562791505	1518.25327137986	-757.12663568993	No	0.185
K07100	11.4501811109371	4798.8829721539	-2397.44148607695	No	0.234
K09799	7.17361155610406	1993.25735278332	-994.62867639166	No	0.974
K05601	4.56427171182616	3371.98364082875	-1683.99182041437	Yes	0.939
K09126	10.9834249241111	701.160660805853	-348.580330402926	No	0.388
K06176	1.34114782232046	966.210963705767	-481.105481852883	No	1.0
K08310	6.03268408499031	1955.37297128135	-975.686485640676	No	0.992
K00809	3.75020317324553	1028.96608389227	-512.483041946136	No	1.0
K06880	24.0433367937033	6342.08487058252	-3169.04243529126	No	0.0
K01641	4.72048693800899	2876.68674025211	-1436.34337012606	No	0.914
K00021	17.1615157647561	2163.62294645609	-1079.81147322804	No	0.069
K11261	7.75969514593381	1364.3982968258	-680.199148412899	No	0.745
K19418	27.5223223072014	959.194599049833	-477.597299524916	No	0.011
K13019	17.851421795909	2386.19594556147	-1191.09797278074	No	0.0
K00230	11.916005460329	4454.50014046044	-2225.25007023022	No	0.082
K01823	8.43629728807963	5682.76281777469	-2839.38140888734	No	0.349
K00869	2.99872254171093	1894.67759679002	-945.338798395011	No	0.982
K06990	5.49514046993493	2464.64630536248	-1230.32315268124	Yes	0.575
K07129	10.2494651345067	715.247743671453	-355.623871835726	No	0.617
K08999	1.39423183186088	1393.30966765082	-694.654833825408	No	1.0
K09011	7.11509382420185	759.349517224018	-377.674758612009	No	0.995
K03778	11.0801300668956	5733.68666330008	-2864.84333165004	No	0.079
K03580	14.7217403082284	7228.67624055725	-3612.33812027862	No	0.0
K08981	5.49071936085483	3506.23512998403	-1751.11756499201	No	0.994
K07493	63.6227436187988	11216.1148219153	-5606.05741095763	No	0.0
K13015	11.9653918483056	5337.92775183708	-2666.96387591854	No	0.001
K09726	15.3510416899452	1076.11651872338	-536.058259361691	No	0.009
K05879	12.2777306187223	5620.46450600575	-2808.23225300288	No	0.036
K05878	12.4763230217269	5747.94401027199	-2871.972005136	No	0.009
