trait	alpha	aic	logLik	GBDT40	Dstats
K08173	33.5164010385173	1773.87794669211	-884.938973346057	No	0.106
K18923	41.7229491615542	3476.41259327442	-1736.20629663721	No	0.0
K11738	16.4052162323463	2105.76186699774	-1050.88093349887	No	0.919
K18816	37.1084946243705	2511.98919595926	-1253.99459797963	No	0.0
K01096	4.705357247692	462.685964616619	-229.34298230831	No	1.0
K13497	3.84810966310713	536.385416429703	-266.192708214851	No	0.994
K06039	19.010557776882	1525.33146125532	-760.665730627658	No	0.733
K07285	6.04659566757884	804.024542553287	-400.012271276644	No	0.999
K11392	5.60073485826655	922.210255720321	-459.105127860161	No	0.995
K21039	76.6959719754806	1352.18132430488	-674.090662152439	No	0.0
K03834	4.07094403435283	585.468855552645	-290.734427776322	No	1.0
K18475	16.3047658495333	2311.12329735894	-1153.56164867947	No	0.085
K01699	18.8356189421975	1650.80982285039	-823.404911425195	No	0.025
K00996	14.9085344317219	2104.3371375182	-1050.1685687591	No	0.022
K21084	22.4387613327403	1859.68440549352	-927.842202746759	No	0.2
K07642	15.740807205488	4282.59236487467	-2139.29618243734	No	0.055
K07664	16.8063939966857	2281.35934741166	-1138.67967370583	No	0.768
K03291	15.5384365699034	1994.12093591571	-995.060467957853	No	0.908
K13694	6.20610704744366	1206.046942699	-601.0234713495	No	0.995
K07685	8.77601555151949	487.015983790757	-241.507991895379	No	1.0
K06159	23.2283214998552	1069.25065695364	-532.625328476821	No	0.942
K12944	23.8017394399105	777.596052434355	-386.798026217178	No	0.659
K10013	10.398157253633	341.029559172708	-168.514779586354	No	1.0
K04103	20.4382121508297	673.995549880342	-334.997774940171	No	0.965
K03815	27.735835342938	697.209774914019	-346.60488745701	No	0.941
K04026	18.4511666458602	1838.85827774665	-917.429138873327	No	0.02
K04019	18.4285529877852	2375.32309060123	-1185.66154530061	No	0.0
K04023	16.2201280143868	2676.76368278088	-1336.38184139044	No	0.003
K07674	8.91712586606344	370.345244040587	-183.172622020294	No	0.999
K03765	26.9039019323564	1219.3887293858	-607.694364692898	No	0.128
K03757	34.4454231928666	476.671536590738	-236.335768295369	No	0.866
K15835	23.5409339761664	805.866494066219	-400.93324703311	No	0.975
K19167	32.6728300785445	1841.66865076555	-918.834325382773	No	0.0
K13004	30.6721231342483	1351.52918392338	-673.764591961689	No	0.0
K00100	11.0986091152713	1047.37661060057	-521.688305300284	No	0.569
K12527	14.8085464267537	1369.85562391862	-682.927811959309	No	0.216
K20798	18.0233120683763	2777.08248670964	-1386.54124335482	No	0.071
K17382	21.657860429998	1380.94532774147	-688.472663870734	No	0.091
K18555	25.7468186116447	990.316063624767	-493.158031812384	No	0.813
K10529	37.1364648358036	1077.20938847281	-536.604694236407	No	0.005
K07810	35.073474481275	1998.75397663355	-997.376988316775	No	0.019
K16444	30.8292492598327	1104.194756588	-550.097378294	No	0.043
K21755	18.9258044120754	2020.25138121614	-1008.12569060807	No	0.17
K09776	6.62921211714071	1229.83410089067	-612.917050445335	No	0.986
K02241	7.81274705481186	1213.35957328345	-604.679786641726	No	0.903
K16188	4.27672451721403	539.666949553795	-267.833474776898	No	1.0
K06313	2.13798340604116	489.186618525851	-242.593309262925	No	1.0
K16874	28.6602418394178	2347.39586317856	-1171.69793158928	No	0.0
K06298	2.86397929718781	624.528242415263	-310.264121207631	No	1.0
K15916	5.51349174765647	761.982027361304	-378.991013680652	No	0.962
K07065	21.2641724577951	1828.53671263805	-912.268356319027	No	0.0
K06423	2.31678980285895	518.963586878908	-257.481793439454	No	1.0
K07777	2.65904762184778	708.811540450894	-352.405770225447	No	1.0
K06297	6.19886283435075	1062.62787297083	-529.313936485415	No	0.972
K06295	4.29488561269197	881.281139561496	-438.640569780748	No	0.995
K07653	3.13542067914113	744.747829097025	-370.373914548513	No	1.0
K07669	3.04827041656371	903.952142238575	-449.976071119288	No	1.0
K09132	21.5455339446124	1158.28504202804	-577.142521014021	No	0.0
K06296	6.21934925113389	1051.77529976054	-523.887649880268	No	0.98
K16881	6.75435406645202	1080.75510399627	-538.377551998135	No	0.985
K01342	20.1643986106752	831.247165106627	-413.623582553314	No	0.477
K10797	14.6856692851098	1402.64481652739	-699.322408263694	No	0.002
K03383	32.2226274541305	743.741373593483	-369.870686796741	No	0.065
K02490	1.7890699960401	298.454636398045	-147.227318199022	No	1.0
K11693	7.68040251632156	412.018189959887	-204.009094979943	No	0.996
K05889	34.3407810135884	1189.05230741064	-592.526153705321	No	0.001
K22295	24.7379639542042	578.626590737782	-287.313295368891	No	0.905
K19587	26.2917646509845	2038.49299090898	-1017.24649545449	No	0.204
K22905	10.8668604541827	1092.32105813468	-544.160529067338	No	0.322
K00359	15.9359577113682	1408.43330082232	-702.216650411162	No	0.882
K21672	10.3345920325704	2839.85754503543	-1417.92877251772	No	0.409
K03918	5.96161692584609	781.530429550056	-388.765214775028	No	0.994
K23555	14.411229556845	1381.41060338831	-688.705301694153	No	0.916
K14597	18.861099928659	597.590776654192	-296.795388327096	No	0.647
K02277	5.22933156538894	1645.43620882121	-820.718104410603	No	0.965
K08961	31.2226089062235	1005.47678466233	-500.738392331166	No	0.111
K08222	3.9280952160889	1007.15224761311	-501.576123806555	No	0.993
K16936	26.7430985357781	1307.1598147297	-651.579907364851	No	0.031
K01205	21.9365137328005	2017.14731864407	-1006.57365932204	No	0.021
K19049	27.2398279565634	1373.87490777341	-684.937453886706	No	0.0
K23398	43.3493604461919	1972.18727199784	-984.093635998922	No	0.0
K16212	17.6531036680816	2069.78554407647	-1032.89277203824	No	0.047
K18577	21.446134018058	783.624983616471	-389.812491808236	No	0.373
K12343	18.9522660116773	767.23623555839	-381.618117779195	No	0.669
K18330	11.021763749373	590.844789427363	-293.422394713682	No	0.853
K01730	25.1584992670782	2419.92250713733	-1207.96125356866	No	0.008
K15530	28.7526032936062	632.951463112076	-314.475731556038	No	0.433
K19997	44.3495962243933	2439.56461023184	-1217.78230511592	No	0.0
K16963	18.0380621836182	1167.68016719731	-581.840083598654	No	0.834
K18567	15.4972179955473	824.318189402926	-410.159094701463	No	0.936
K01482	16.7573636253732	3365.9821992911	-1680.99109964555	No	0.019
K06421	9.48793821092724	360.057216929784	-178.028608464892	No	0.997
K08965	9.19047507459069	908.371459459575	-452.185729729788	No	0.965
K06376	4.23098695003981	852.572295356831	-424.286147678416	No	0.993
K03480	8.4198001604198	928.652484083134	-462.326242041567	No	0.991
K06315	14.7459452919762	549.987737715448	-272.993868857724	No	0.948
K02491	12.849649524319	576.929984155114	-286.464992077557	No	0.988
K01400	25.5503193330763	941.844047472286	-468.922023736143	No	0.655
K06425	8.45475882324144	908.607453865401	-452.3037269327	No	0.98
K21462	22.1301088547492	1123.51157508112	-559.755787540558	No	0.64
K06422	3.95915051374762	337.004617547124	-166.502308773562	No	0.998
K22135	2.52942091055807	526.716195163677	-261.358097581839	No	1.0
K18115	16.7385194623491	736.486866473157	-366.243433236579	No	0.929
K21488	47.439300802776	2268.05386877802	-1132.02693438901	No	0.0
K13955	15.239452006221	1342.99077450045	-669.495387250226	No	0.745
K08164	27.418668152571	809.670928304294	-402.835464152147	No	0.515
K21902	22.4243022981051	607.890617520153	-301.945308760077	No	0.849
K07145	12.1582126913768	1082.95973721366	-539.479868606828	No	0.964
K06332	8.63860528002156	597.599534691752	-296.799767345876	No	0.997
K06324	20.5552083753804	1521.86184885474	-758.930924427369	No	0.015
K16247	39.1848010264665	1130.51055522719	-563.255277613597	No	0.0
K05607	3.53055932085262	666.687258267343	-331.343629133672	No	1.0
K15921	23.3885440457876	1381.11657075432	-688.558285377159	No	0.026
K15924	28.7974915467024	1797.11137665319	-896.555688326597	No	0.001
K04766	2.95847684659388	528.632562991284	-262.316281495642	No	1.0
K02497	1.62266409738164	265.124194920729	-130.562097460364	No	1.0
K02236	10.4114902305901	1167.47219258519	-581.736096292594	No	0.966
K06370	6.45383822842498	709.403085766211	-352.701542883106	No	0.991
K21468	3.46558037362944	250.51798467218	-123.25899233609	No	1.0
K17462	14.4321296940149	1382.23996104274	-689.119980521372	No	0.812
K13300	3.8010191986552	329.43166240469	-162.715831202345	No	0.999
K01308	6.61846817233987	894.793187062385	-445.396593531193	No	0.991
K19449	10.1628696605128	535.909532150801	-265.954766075401	No	0.998
K06372	25.7079575859256	499.306547244283	-247.653273622141	No	0.698
K23138	24.8057873165445	657.897384245621	-326.948692122811	No	0.518
K06327	3.88210858516268	356.73284865127	-176.366424325635	No	0.999
K06429	11.9508676564608	362.853826942444	-179.426913471222	No	0.992
K21935	12.8985481806237	1401.25700896128	-698.628504480638	No	0.661
K22109	10.6627624702052	719.762457564703	-357.881228782351	No	0.992
K00686	11.4650019601551	685.255278195169	-340.627639097585	No	0.981
K07697	7.1292127611452	462.668329852559	-229.33416492628	No	0.999
K06347	2.36185594542224	270.407361207554	-133.203680603777	No	1.0
K06348	4.55157607313515	353.514757355206	-174.757378677603	No	1.0
K18770	9.22686455062874	328.850403180807	-162.425201590403	No	0.994
K04780	40.5503610668694	777.78190032842	-386.89095016421	No	0.366
K01233	21.7300932046104	1552.47233385954	-774.236166929769	No	0.159
K07476	2.35432231779726	373.473112337052	-184.736556168526	No	1.0
K07770	10.4858310524884	1009.09641745884	-502.548208729419	No	0.963
K07650	10.1947032401559	753.875588450686	-374.937794225343	No	0.975
K11621	17.4499441904402	1012.91244196788	-504.456220983941	No	0.389
K11619	6.22805959068333	438.654310351516	-217.327155175758	No	0.997
K21960	30.3419459642701	847.782053513521	-421.891026756761	No	0.254
K22301	21.5623536996146	404.582367895631	-200.291183947815	No	0.918
K02100	30.2465903758748	911.475270793529	-453.737635396765	No	0.713
K19431	35.171635261852	1554.12955997979	-775.064779989897	No	0.012
K19421	13.6512268275576	941.085667571835	-468.542833785918	No	0.882
K11184	1.69653211537271	409.40602283124	-202.70301141562	No	1.0
K12263	5.09185799360277	417.970020405176	-206.985010202588	No	1.0
K07282	17.2825078185434	400.55191684977	-198.275958424885	No	0.988
K06325	27.5594790604688	684.963171055571	-340.481585527786	No	0.458
K20201	4.88284339850063	529.68995131626	-262.84497565813	No	0.998
K02205	31.3966815163428	523.948459893807	-259.974229946904	No	0.846
K14647	7.77264208522914	605.735248533506	-300.867624266753	No	0.996
K08235	25.4064059959062	738.492215919803	-367.246107959901	No	0.269
K16559	26.4552119394119	975.295811942587	-485.647905971294	No	0.648
K06329	30.5213262600901	650.790506451232	-323.395253225616	No	0.219
K01212	32.2006355746999	1316.31315748203	-656.156578741017	No	0.031
K13276	19.9429875622894	740.680558385521	-368.340279192761	No	0.696
K20895	22.1999691882722	740.736597017271	-368.368298508635	No	0.791
K16331	16.9304971509622	652.116217674347	-324.058108837173	No	0.897
K03794	20.0834881315667	687.153045030777	-341.576522515389	No	0.921
K15468	25.5091235049043	1248.21107097301	-622.105535486507	No	0.239
K17734	14.883112095121	2358.49842054597	-1177.24921027298	No	0.387
K06433	8.71904558927926	537.438544291855	-266.719272145928	No	0.995
K06432	9.76429051334815	360.568384998745	-178.284192499372	No	0.994
K06434	8.85243328530057	900.854243633607	-448.427121816803	No	0.992
K15652	34.0534627967644	1032.44699581049	-514.223497905246	No	0.066
K15976	25.4431440381799	677.877145017809	-336.938572508904	No	0.875
K21701	24.4555884692256	585.75657794168	-290.87828897084	No	0.904
K08174	21.6424412142562	482.220504455374	-239.110252227687	No	0.973
K18967	20.8954585569085	2000.79045720831	-998.395228604155	No	0.272
K03206	19.7083905823556	453.842879191482	-224.921439595741	No	0.922
K19242	19.0879490778562	760.069015696167	-378.034507848083	No	0.713
K11923	14.6626826356478	874.985323376445	-435.492661688223	No	0.966
K09682	2.29623082479084	367.522041359457	-181.761020679728	No	1.0
K15640	15.7689302118288	1009.0387837212	-502.519391860598	No	0.945
K06595	11.3202606215177	1052.1476082761	-524.07380413805	No	0.946
K06304	8.44261178415625	352.358643582701	-174.179321791351	No	0.999
K11210	16.7342638668482	1014.20536720095	-505.102683600476	No	0.826
K05519	8.0829253741131	334.385173544071	-165.192586772035	No	0.999
K10810	13.2698792612407	721.092124232972	-358.546062116486	No	0.967
K16163	8.16150770412821	1507.61952331338	-751.809761656691	No	0.975
K18802	24.0537499483886	1873.42585191231	-934.712925956155	No	0.398
K20274	25.2653149541281	654.933869735733	-325.466934867867	No	0.711
K20480	12.332119871059	719.419360739089	-357.709680369545	No	0.951
K07050	10.2104296283759	1569.57408949876	-782.78704474938	No	0.796
K11476	22.6423600363381	795.959226778001	-395.979613389001	No	0.883
K06308	11.756980905685	773.890606459108	-384.945303229554	No	0.959
K02476	22.0298611224599	2739.63239493549	-1367.81619746774	No	0.123
K02475	23.0649143582143	1400.45905014799	-698.229525073993	No	0.256
K06338	16.4357812618661	775.600457163989	-385.800228581995	No	0.896
K06310	12.5907996143572	996.464519869478	-496.232259934739	No	0.861
K06331	14.5017545481566	943.726858171132	-469.863429085566	No	0.877
K11710	13.913614401562	2842.61385955362	-1419.30692977681	No	0.11
K06428	7.6525855676092	309.918546194699	-152.959273097349	No	0.998
K08713	3.71682065862534	293.681799159679	-144.84089957984	No	1.0
K05988	32.9342354362767	1433.55375583739	-714.776877918694	No	0.0
K23464	35.7903101880485	3178.91492584841	-1587.4574629242	No	0.0
K17285	24.4421971361341	2098.74936853825	-1047.37468426913	No	0.028
K15786	22.0671900783082	1408.82561500815	-702.412807504076	No	0.7
K14470	20.4436658706883	1800.85165922113	-898.425829610563	No	0.621
K07766	19.1864654322129	1233.04248041027	-614.521240205133	No	0.303
K18277	32.35654939568	2250.62715947295	-1123.31357973647	No	0.0
K03851	8.95603229277194	1161.97902090399	-578.989510451995	No	0.805
K12980	13.9133222408601	550.966974646974	-273.483487323487	No	0.884
K18459	27.9222758527001	1426.33579392597	-711.167896962986	No	0.011
K20449	22.0124364757591	822.089154035474	-409.044577017737	No	0.437
K22443	48.2651392801457	1494.31974496953	-745.159872484767	No	0.001
K21065	18.7244532212682	924.415417464593	-460.207708732296	No	0.493
K09680	6.73008192468381	774.970825856529	-385.485412928264	No	0.993
K01517	39.2946238584417	934.592473402226	-465.296236701113	No	0.019
K17108	19.6217776202903	1876.04674391735	-936.023371958673	No	0.0
K13327	36.7670958024069	1253.16589794442	-624.582948972212	No	0.0
K16435	24.2581455267969	1247.62289646171	-621.811448230856	No	0.075
K22078	24.1409104188787	1222.1715896015	-609.085794800748	No	0.045
K18334	19.1111331094086	2966.89737962778	-1481.44868981389	No	0.202
K19181	32.2201898656984	980.352690220267	-488.176345110134	No	0.291
K20539	29.9328880695801	873.702436813401	-434.851218406701	No	0.439
K00035	13.182239951033	1352.18178291311	-674.090891456554	No	0.964
K13642	28.9419150411628	1004.31228913339	-500.156144566693	No	0.007
K07469	7.97978113477228	775.627544203542	-385.813772101771	No	0.655
K06873	5.15968728607005	471.814819539027	-233.907409769513	No	0.993
K12950	18.1096552700554	1165.85055754994	-580.92527877497	No	0.561
K00844	9.60756961939066	532.566000403047	-264.283000201524	No	0.914
K09459	20.0414589417365	2167.2726802551	-1081.63634012755	No	0.0
K13927	18.5543356271945	818.981470790394	-407.490735395197	No	0.181
K07821	33.7196207383538	535.91358707236	-265.95679353618	No	0.766
K10954	49.0940021872178	2702.02092357358	-1349.01046178679	No	0.0
K13522	17.2806435635203	1327.96082276032	-661.980411380159	No	0.924
K09145	9.06163344028711	935.887359346706	-465.943679673353	No	0.993
K19519	17.27576780878	1098.29256496693	-547.146282483464	No	0.252
K11517	18.5259437464582	701.027316850422	-348.513658425211	No	0.137
K23139	11.9970345764778	1521.7896224247	-758.894811212349	No	0.898
K01027	21.6154938059973	905.951456593352	-450.975728296676	No	0.142
K13315	19.0855786282472	866.767074196798	-431.383537098399	No	0.646
K21214	19.7325088754991	634.149128646559	-315.074564323279	No	0.966
K17910	29.4917058113776	951.463635277591	-473.731817638795	No	0.038
K17756	17.4033474724956	514.232227392763	-255.116113696381	No	0.933
K07978	12.5155782922172	1448.5108080195	-722.255404009748	No	0.166
K18236	36.5494590534041	1023.18736440498	-509.593682202488	No	0.0
K21142	6.57914110633893	486.020852803538	-241.010426401769	No	0.999
K18844	25.8192788543538	1305.58526343404	-650.792631717019	No	0.049
K05281	16.4831486899123	1938.52462653148	-967.262313265741	No	0.377
K00561	25.7514529268146	3347.89015021953	-1671.94507510977	No	0.0
K08685	33.3439983118368	911.302826877891	-453.651413438946	No	0.184
K05296	30.1104328719944	1223.4699550301	-609.73497751505	No	0.051
K15363	33.702609098228	851.935370793557	-423.967685396779	No	0.2
K11911	27.7590200774187	1096.21018552166	-546.10509276083	No	0.829
K15784	24.8292681345519	1383.85876749774	-689.929383748869	No	0.719
K22344	34.7956589635921	1836.30302727014	-916.151513635069	No	0.0
K18473	5.09827871503311	446.785616238108	-221.392808119054	No	1.0
K16422	32.6738634004871	1072.60896892289	-534.304484461447	No	0.001
K08993	5.89219055994561	496.49340047294	-246.24670023647	No	1.0
K21607	43.6129333887862	1101.62669157244	-548.813345786218	No	0.004
K18687	15.0180453872081	1759.89590084686	-877.947950423432	No	0.901
K01822	11.9349722462226	1666.88833016878	-831.444165084391	No	0.929
K16050	14.6053865401246	1350.72326382725	-673.361631913626	No	0.942
K22314	29.9063853792459	712.472988312598	-354.236494156299	No	0.382
